parallel,f_name,n_dims,min_found,n_iters,exec_time,
False,rastrigin,30,0.0,1000,2.714480400085449,
False,rastrigin,30,0.0,1000,2.6669116020202637,
False,rastrigin,30,0.0,1000,2.7637741565704346,
False,rastrigin,30,0.0,1000,2.6125950813293457,
False,rastrigin,30,0.0,1000,2.712613344192505,
False,rastrigin,30,0.0,1000,2.7126476764678955,
False,rastrigin,30,0.0,1000,2.650111436843872,
False,rastrigin,30,0.0,1000,2.729367733001709,
False,rastrigin,30,0.0,1000,2.7731077671051025,
False,rastrigin,30,0.0,1000,2.832324266433716,
False,rastrigin,30,0.0,1000,2.785707950592041,
False,rastrigin,30,0.0,1000,2.8944129943847656,
False,rastrigin,30,0.0,1000,2.671966552734375,
False,rastrigin,30,0.0,1000,2.753760576248169,
False,rastrigin,30,0.0,1000,2.688202142715454,
False,rastrigin,30,0.0,1000,2.8526759147644043,
False,rastrigin,30,0.0,1000,2.7316222190856934,
False,rastrigin,30,0.0,1000,2.75468373298645,
False,rastrigin,30,0.0,1000,2.7167186737060547,
False,rastrigin,30,0.0,1000,2.8021013736724854,
False,rastrigin,30,0.0,1000,2.789604425430298,
False,rastrigin,30,0.0,1000,2.691812515258789,
False,rastrigin,30,0.0,1000,2.773322343826294,
False,rastrigin,40,0.0,1000,2.8107011318206787,
False,rastrigin,40,0.0,1000,2.6519041061401367,
False,rastrigin,40,0.0,1000,2.69851016998291,
False,rastrigin,40,0.0,1000,2.7658538818359375,
False,rastrigin,40,0.0,1000,2.6326260566711426,
False,rastrigin,40,0.0,1000,2.6819231510162354,
False,rastrigin,40,0.0,1000,2.8978397846221924,
False,rastrigin,40,0.0,1000,2.6550137996673584,
False,rastrigin,40,0.0,1000,2.7551612854003906,
False,rastrigin,40,0.0,1000,2.6888086795806885,
False,rastrigin,40,0.0,1000,2.728255271911621,
False,rastrigin,40,0.0,1000,2.776503562927246,
False,rastrigin,40,0.0,1000,2.819509267807007,
False,rastrigin,40,0.0,1000,2.7270405292510986,
False,rastrigin,40,0.0,1000,2.7363829612731934,
False,rastrigin,40,0.0,1000,2.6846630573272705,
False,rastrigin,40,0.0,1000,2.816492795944214,
False,rastrigin,40,0.0,1000,2.6601383686065674,
False,rastrigin,40,0.0,1000,2.737705945968628,
False,rastrigin,40,0.0,1000,2.70310640335083,
False,rastrigin,40,0.0,1000,2.6894688606262207,
False,rastrigin,40,0.0,1000,2.7954421043395996,
False,rastrigin,40,0.0,1000,2.785994529724121,
False,rastrigin,40,0.0,1000,2.6874287128448486,
False,rastrigin,40,0.0,1000,2.7078280448913574,
False,rastrigin,40,0.0,1000,2.6693413257598877,
False,rastrigin,40,0.0,1000,2.733888626098633,
False,rastrigin,40,0.0,1000,2.725870370864868,
False,rastrigin,40,0.0,1000,2.640076160430908,
False,rastrigin,40,0.0,1000,2.6574740409851074,
False,rastrigin,50,0.0,1000,2.6443798542022705,
False,rastrigin,50,0.0,1000,2.831367254257202,
False,rastrigin,50,0.0,1000,2.716806173324585,
False,rastrigin,50,0.0,1000,2.710552930831909,
False,rastrigin,50,0.0,1000,2.8858702182769775,
False,rastrigin,50,0.0,1000,2.6642050743103027,
False,rastrigin,50,0.0,1000,2.7546451091766357,
False,rastrigin,50,0.0,1000,2.6940882205963135,
False,rastrigin,50,0.0,1000,2.6755034923553467,
False,rastrigin,50,0.0,1000,2.7802114486694336,
False,rastrigin,50,0.0,1000,2.812532663345337,
False,rastrigin,50,0.0,1000,2.7883529663085938,
False,rastrigin,50,0.0,1000,2.750553607940674,
False,rastrigin,50,0.0,1000,2.85440993309021,
False,rastrigin,50,0.0,1000,2.7458033561706543,
False,rastrigin,50,0.0,1000,3.007463216781616,
False,rastrigin,50,0.0,1000,2.7756645679473877,
False,rastrigin,50,0.0,1000,2.6359596252441406,
False,rastrigin,50,0.0,1000,2.651893138885498,
False,rastrigin,50,0.0,1000,2.772115468978882,
False,rastrigin,50,0.0,1000,2.6376984119415283,
False,rastrigin,50,0.0,1000,2.9773778915405273,
False,rastrigin,50,0.0,1000,2.7074778079986572,
False,rastrigin,50,0.0,1000,2.7906606197357178,
False,rastrigin,50,0.0,1000,2.713599443435669,
False,rastrigin,50,0.0,1000,2.7528040409088135,
False,rastrigin,50,0.0,1000,2.710116386413574,
False,rastrigin,50,0.0,1000,2.6563456058502197,
False,rastrigin,50,0.0,1000,2.6881256103515625,
False,rastrigin,50,0.0,1000,2.7444069385528564,
False,rastrigin,60,0.0,1000,2.7396295070648193,
False,rastrigin,60,0.0,1000,2.752187490463257,
False,rastrigin,60,0.0,1000,2.719698190689087,
False,rastrigin,60,0.0,1000,2.7678165435791016,
False,rastrigin,60,0.0,1000,2.7220113277435303,
False,rastrigin,60,0.0,1000,2.7726802825927734,
False,rastrigin,60,0.0,1000,2.7242465019226074,
False,rastrigin,60,0.0,1000,2.9082345962524414,
False,rastrigin,60,0.0,1000,2.911888837814331,
False,rastrigin,60,0.0,1000,2.6587307453155518,
False,rastrigin,60,0.0,1000,2.758000373840332,
False,rastrigin,60,0.0,1000,2.751467227935791,
False,rastrigin,60,0.0,1000,2.63789439201355,
False,rastrigin,60,0.0,1000,2.7079005241394043,
False,rastrigin,60,0.0,1000,2.6903040409088135,
False,rastrigin,60,0.0,1000,2.6684088706970215,
False,rastrigin,60,0.0,1000,2.6948368549346924,
False,rastrigin,60,0.0,1000,2.769925117492676,
False,rastrigin,60,0.0,1000,2.740643262863159,
False,rastrigin,60,0.0,1000,2.629300594329834,
False,rastrigin,60,0.0,1000,2.754314422607422,
False,rastrigin,60,0.0,1000,2.7647101879119873,
False,rastrigin,60,0.0,1000,2.8977789878845215,
False,rastrigin,60,0.0,1000,2.7986392974853516,
False,rastrigin,60,0.0,1000,2.8484323024749756,
False,rastrigin,60,0.0,1000,2.7253453731536865,
False,rastrigin,60,0.0,1000,2.726245641708374,
False,rastrigin,60,0.0,1000,2.6678977012634277,
False,rastrigin,60,0.0,1000,2.73543119430542,
False,rastrigin,60,0.0,1000,2.795056104660034,
False,rastrigin,70,0.0,1000,2.7812588214874268,
False,rastrigin,70,0.0,1000,2.812513828277588,
False,rastrigin,70,0.0,1000,2.7473411560058594,
False,rastrigin,70,0.0,1000,2.7722840309143066,
False,rastrigin,70,0.0,1000,2.8802428245544434,
False,rastrigin,70,0.0,1000,2.8624134063720703,
False,rastrigin,70,0.0,1000,2.77720308303833,
False,rastrigin,70,0.0,1000,2.782484292984009,
False,rastrigin,70,0.0,1000,3.1713082790374756,
False,rastrigin,70,0.0,1000,2.685753583908081,
False,rastrigin,70,0.0,1000,2.895460844039917,
False,rastrigin,70,0.0,1000,2.697042226791382,
False,rastrigin,70,0.0,1000,2.754683494567871,
False,rastrigin,70,0.0,1000,2.6824357509613037,
False,rastrigin,70,0.0,1000,2.810150146484375,
False,rastrigin,70,0.0,1000,2.6943929195404053,
False,rastrigin,70,0.0,1000,2.755983591079712,
False,rastrigin,70,0.0,1000,2.707504987716675,
False,rastrigin,70,0.0,1000,2.697296142578125,
False,rastrigin,70,0.0,1000,2.7118539810180664,
False,rastrigin,70,0.0,1000,2.784001350402832,
False,rastrigin,70,0.0,1000,2.7690820693969727,
False,rastrigin,70,0.0,1000,2.701685667037964,
False,rastrigin,70,0.0,1000,2.771069288253784,
False,rastrigin,70,0.0,1000,2.648831844329834,
False,rastrigin,70,0.0,1000,2.6508474349975586,
False,rastrigin,70,0.0,1000,2.7273008823394775,
False,rastrigin,70,0.0,1000,2.681898593902588,
False,rastrigin,70,0.0,1000,2.694554567337036,
False,rastrigin,70,0.0,1000,2.7992820739746094,
False,rastrigin,80,0.0,1000,2.7609736919403076,
False,rastrigin,80,0.0,1000,2.6731655597686768,
False,rastrigin,80,0.0,1000,2.8046302795410156,
False,rastrigin,80,0.0,1000,2.673535108566284,
False,rastrigin,80,0.0,1000,2.713075637817383,
False,rastrigin,80,0.0,1000,3.1198923587799072,
False,rastrigin,80,0.0,1000,2.804877519607544,
False,rastrigin,80,0.0,1000,2.9288277626037598,
False,rastrigin,80,0.0,1000,2.696178436279297,
False,rastrigin,80,0.0,1000,2.6577038764953613,
False,rastrigin,80,0.0,1000,2.7151906490325928,
False,rastrigin,80,0.0,1000,2.649421453475952,
False,rastrigin,80,0.0,1000,2.7012791633605957,
False,rastrigin,80,0.0,1000,2.673992395401001,
False,rastrigin,80,0.0,1000,2.839747667312622,
False,rastrigin,80,0.0,1000,2.6847450733184814,
False,rastrigin,80,0.0,1000,2.768446683883667,
False,rastrigin,80,0.0,1000,2.679880142211914,
False,rastrigin,80,0.0,1000,2.7755839824676514,
False,rastrigin,80,0.0,1000,2.695249557495117,
False,rastrigin,80,0.0,1000,3.07049560546875,
False,rastrigin,80,0.0,1000,2.7561545372009277,
False,rastrigin,80,0.0,1000,2.641935348510742,
False,rastrigin,80,0.0,1000,2.7314751148223877,
False,rastrigin,80,0.0,1000,2.689854860305786,
False,rastrigin,80,0.0,1000,2.743624448776245,
False,rastrigin,80,0.0,1000,2.6903605461120605,
False,rastrigin,80,0.0,1000,2.7801074981689453,
False,rastrigin,80,0.0,1000,2.711097478866577,
False,rastrigin,80,0.0,1000,2.7008588314056396,
False,rastrigin,90,0.0,1000,2.7396128177642822,
False,rastrigin,90,0.0,1000,2.7144432067871094,
False,rastrigin,90,0.0,1000,2.7482736110687256,
False,rastrigin,90,0.0,1000,2.7082204818725586,
False,rastrigin,90,0.0,1000,2.69496488571167,
False,rastrigin,90,0.0,1000,2.7192819118499756,
False,rastrigin,90,0.0,1000,3.0846757888793945,
False,rastrigin,90,0.0,1000,2.6943280696868896,
False,rastrigin,90,0.0,1000,2.6700222492218018,
False,rastrigin,90,0.0,1000,2.7551310062408447,
False,rastrigin,90,0.0,1000,2.70078182220459,
False,rastrigin,90,0.0,1000,2.7624588012695312,
False,rastrigin,90,0.0,1000,2.769653081893921,
False,rastrigin,90,0.0,1000,2.6971123218536377,
False,rastrigin,90,0.0,1000,2.7475039958953857,
False,rastrigin,90,0.0,1000,2.7111294269561768,
False,rastrigin,90,0.0,1000,2.7499635219573975,
False,rastrigin,90,0.0,1000,2.754077434539795,
False,rastrigin,90,0.0,1000,2.9012560844421387,
False,rastrigin,90,0.0,1000,2.719681978225708,
False,rastrigin,90,0.0,1000,2.8214688301086426,
False,rastrigin,90,0.0,1000,2.7332513332366943,
False,rastrigin,90,0.0,1000,2.7176618576049805,
False,rastrigin,90,0.0,1000,2.8391733169555664,
False,rastrigin,90,0.0,1000,3.0111258029937744,
False,rastrigin,90,0.0,1000,2.683088779449463,
False,rastrigin,90,0.0,1000,2.7031784057617188,
False,rastrigin,90,0.0,1000,2.7566890716552734,
False,rastrigin,90,0.0,1000,2.749760866165161,
False,rastrigin,90,0.0,1000,2.7444398403167725,
False,rastrigin,100,0.0,1000,2.732109546661377,
False,rastrigin,100,0.0,1000,2.685765504837036,
False,rastrigin,100,0.0,1000,2.674128532409668,
False,rastrigin,100,0.0,1000,2.7935283184051514,
False,rastrigin,100,0.0,1000,2.708159923553467,
False,rastrigin,100,0.0,1000,2.7087762355804443,
False,rastrigin,100,0.0,1000,2.6813905239105225,
False,rastrigin,100,0.0,1000,2.6669557094573975,
False,rastrigin,100,0.0,1000,2.7550723552703857,
False,rastrigin,100,0.0,1000,2.7948126792907715,
False,rastrigin,100,0.0,1000,2.9534053802490234,
False,rastrigin,100,0.0,1000,2.7109367847442627,
False,rastrigin,100,0.0,1000,2.8408424854278564,
False,rastrigin,100,0.0,1000,2.705047607421875,
